,Symbol,Name,industry,Sector,MarketCap
333,TEAM,Atlassian Corporation Plc,Computer Software: Prepackaged Software,Technology,$42.8B
334,ATNI,"ATN International, Inc.",Telecommunications Equipment,Public Utilities,$956.19M
335,ATOM,Atomera Incorporated,Semiconductors,Technology,$225.02M
336,ATOS,"Atossa Therapeutics, Inc.",Major Pharmaceuticals,Health Care,$32.12M
337,BCEL,"Atreca, Inc.",Major Pharmaceuticals,Health Care,$522.43M
338,ATRC,"AtriCure, Inc.",Medical/Dental Instruments,Health Care,$1.86B
339,ATRI,Atrion Corporation,Medical/Dental Instruments,Health Care,$1.23B
340,LIFE,"aTyr Pharma, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$41.1M
341,AUBN,"Auburn National Bancorporation, Inc.",Major Banks,Finance,$147.21M
342,AUDC,AudioCodes Ltd.,Telecommunications Equipment,Public Utilities,$1.1B
343,AEYE,"AudioEye, Inc.",Computer Software: Prepackaged Software,Technology,$180.36M
344,AUPH,Aurinia Pharmaceuticals Inc,Major Pharmaceuticals,Health Care,$1.76B
345,EARS,Auris Medical Holding Ltd.,Major Pharmaceuticals,Health Care,$6.27M
346,JG,Aurora Mobile Limited,"Computer Software: Programming, Data Processing",Technology,$199.04M
347,ADSK,"Autodesk, Inc.",Computer Software: Prepackaged Software,Technology,$55.29B
348,AUTL,Autolus Therapeutics plc,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$844.89M
349,ADP,"Automatic Data Processing, Inc.",EDP Services,Technology,$60.65B
350,AUTO,"AutoWeb, Inc.","Computer Software: Programming, Data Processing",Technology,$45.49M
351,AVDL,Avadel Pharmaceuticals plc,Major Pharmaceuticals,Health Care,$460.53M
352,AHI,"Avadim Health, Inc.",Package Goods/Cosmetics,Consumer Non-Durables,
353,AVCO,Avalon GloboCare Corp.,Professional Services,Consumer Services,$113.7M
354,ATXI,"Avenue Therapeutics, Inc.",Major Pharmaceuticals,Health Care,$188.74M
355,AVEO,"AVEO Pharmaceuticals, Inc.",Major Pharmaceuticals,Health Care,$124.4M
356,AVNW,"Aviat Networks, Inc.",Radio And Television Broadcasting And Communications Equipment,Technology,$108.4M
357,CDMO,"Avid Bioservices, Inc.",Major Pharmaceuticals,Health Care,$467.35M
358,CDMOP,"Avid Bioservices, Inc.",Major Pharmaceuticals,Health Care,
359,AVID,"Avid Technology, Inc.",Computer Software: Prepackaged Software,Technology,$358.66M
360,RNA,"Avidity Biosciences, Inc.",Major Pharmaceuticals,Health Care,$1.07B
361,AVGR,"Avinger, Inc.",Medical/Dental Instruments,Health Care,$38.13M
362,CAR,"Avis Budget Group, Inc.",Rental/Leasing Companies,Consumer Services,$2.36B
363,RCEL,"Avita Therapeutics, Inc.",Miscellaneous,Capital Goods,$2.22B
364,AVT,"Avnet, Inc.",Electronic Components,Technology,$2.73B
365,AVRO,"AVROBIO, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$619.16M
366,AWRE,"Aware, Inc.",Computer Software: Prepackaged Software,Technology,$58.91M
367,ACLS,"Axcelis Technologies, Inc.",Industrial Machinery/Components,Technology,$821.24M
368,AXLA,Axcella Health Inc.,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$194.63M
369,AXGN,"AxoGen, Inc.",Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,$439.72M
370,AAXN,"Axon Enterprise, Inc.",Ordnance And Accessories,Capital Goods,$5.41B
371,AXNX,"Axonics Modulation Technologies, Inc.",Medical/Dental Instruments,Health Care,$1.71B
372,AXGT,Axovant Gene Therapies Ltd.,Major Pharmaceuticals,Health Care,$126.71M
373,AXSM,"Axsome Therapeutics, Inc.",Major Pharmaceuticals,Health Care,$2.96B
374,AXTI,AXT Inc,Semiconductors,Technology,$242.7M
375,AYLA,"Ayala Pharmaceuticals, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$159.74M
376,AYRO,"AYRO, Inc.",Telecommunications Equipment,Consumer Services,$77.95M
377,AYTU,"Aytu BioScience, Inc.",Major Pharmaceuticals,Health Care,$145.94M
378,AZRX,"AzurRx BioPharma, Inc.",Major Pharmaceuticals,Health Care,$23.26M
379,BCOM,B Communications Ltd.,Telecommunications Equipment,Consumer Services,$289.05M
380,RILY,"B. Riley Financial, Inc.",Business Services,Miscellaneous,$679.33M
381,RILYG,"B. Riley Financial, Inc.",Business Services,Miscellaneous,
382,RILYH,"B. Riley Financial, Inc.",Business Services,Miscellaneous,
383,RILYI,"B. Riley Financial, Inc.",Business Services,Miscellaneous,
384,RILYM,"B. Riley Financial, Inc.",Business Services,Miscellaneous,
385,RILYN,"B. Riley Financial, Inc.",Business Services,Miscellaneous,
386,RILYO,"B. Riley Financial, Inc.",Business Services,Miscellaneous,
387,RILYP,"B. Riley Financial, Inc.",Business Services,Miscellaneous,
388,RILYZ,"B. Riley Financial, Inc.",Business Services,Miscellaneous,
389,BOSC,B.O.S. Better Online Solutions,Computer Communications Equipment,Technology,$12.26M
390,BIDU,"Baidu, Inc.","Computer Software: Programming, Data Processing",Technology,$43.32B
391,BCPC,Balchem Corporation,Major Chemicals,Basic Industries,$3.2B
392,BLDP,"Ballard Power Systems, Inc.",Industrial Machinery/Components,Energy,$3.92B
393,BANF,BancFirst Corporation,Major Banks,Finance,$1.51B
394,BANFP,BancFirst Corporation,Major Banks,Finance,
395,BAND,Bandwidth Inc.,Computer Software: Prepackaged Software,Technology,$3.78B
396,BFC,Bank First Corporation,Major Banks,Finance,$483.33M
397,BOCH,Bank of Commerce Holdings (CA),Major Banks,Finance,$128.04M
398,BMRC,Bank of Marin Bancorp,Major Banks,Finance,$436.15M
399,BMLP,Bank Of Montreal,Commercial Banks,Finance,
400,BKSC,Bank of South Carolina Corp.,Major Banks,Finance,$91.63M
401,BOTJ,"Bank of the James Financial Group, Inc.",Major Banks,Finance,$45.48M
402,OZK,Bank OZK,Major Banks,Finance,$3.06B
403,BSVN,Bank7 Corp.,Major Banks,Finance,$94.94M
404,BFIN,BankFinancial Corporation,Savings Institutions,Finance,$108.68M
405,BWFG,"Bankwell Financial Group, Inc.",Major Banks,Finance,$125.41M
406,BANR,Banner Corporation,Major Banks,Finance,$1.29B
407,BZUN,Baozun Inc.,Catalog/Specialty Distribution,Consumer Services,$2.72B
408,DFVL,Barclays PLC,,,$7.19M
409,DFVS,Barclays PLC,,,$1.68M
410,TAPR,Barclays PLC,,,$48.61M
411,BBSI,"Barrett Business Services, Inc.",Professional Services,Technology,$444.86M
412,GOLD,Barrick Gold Corporation,Precious Metals,Basic Industries,$51.12B
413,BSET,"Bassett Furniture Industries, Incorporated",Home Furnishings,Consumer Durables,$121.54M
414,ZTEST,BATS BZX Exchange,,,
415,BXRX,"Baudax Bio, Inc.",Misc Health and Biotechnology Services,Health Care,$53.38M
416,BCML,BayCom Corp,Major Banks,Finance,$134.85M
417,BBQ,"BBQ Holdings, Inc. ",Restaurants,Consumer Services,$42.33M
418,BCBP,"BCB Bancorp, Inc. (NJ)",Savings Institutions,Finance,$138.34M
419,BECN,"Beacon Roofing Supply, Inc.",RETAIL: Building Materials,Consumer Services,$2.2B
420,BEAM,Beam Therapeutics Inc.,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$1.34B
421,BBGI,"Beasley Broadcast Group, Inc.",Broadcasting,Consumer Services,$43.42M
422,BBBY,Bed Bath & Beyond Inc.,Home Furnishings,Consumer Services,$1.57B
423,BGNE,"BeiGene, Ltd.",Major Pharmaceuticals,Health Care,$22.58B
424,BELFA,Bel Fuse Inc.,Electrical Products,Capital Goods,$140.48M
425,BELFB,Bel Fuse Inc.,Electrical Products,Capital Goods,$146.05M
426,BLPH,"Bellerophon Therapeutics, Inc.",Major Pharmaceuticals,Health Care,$111.6M
427,BLCM,"Bellicum Pharmaceuticals, Inc.",Major Pharmaceuticals,Health Care,$31.22M
428,BLU,BELLUS Health Inc.,Major Pharmaceuticals,Health Care,$153.54M
429,BNFT,"Benefitfocus, Inc.",Computer Software: Prepackaged Software,Technology,$314.22M
430,BNTC,Benitec Biopharma Inc.,Major Pharmaceuticals,Health Care,$3.46B
431,BLI,"Berkeley Lights, Inc.",Biotechnology: Laboratory Analytical Instruments,Capital Goods,$4.52B
432,BRY,Berry Corporation (bry),Oil & Gas Production,Energy,$326.67M
433,BWMX,"Betterware de Mexico, S.A.P.I de C.V.",Catalog/Specialty Distribution,Consumer Services,$609.09M
434,XAIR,"Beyond Air, Inc.",Medical/Dental Instruments,Health Care,$103.74M
435,BYND,"Beyond Meat, Inc.",Packaged Foods,Consumer Non-Durables,$7.77B
436,BYSI,"BeyondSpring, Inc.",Major Pharmaceuticals,Health Care,$334.81M
437,BGCP,"BGC Partners, Inc.",Investment Bankers/Brokers/Service,Finance,$881.11M
438,BCYC,Bicycle Therapeutics plc,Major Pharmaceuticals,Health Care,$356.76M
439,BGFV,Big 5 Sporting Goods Corporation,Other Specialty Stores,Consumer Services,$130.97M
440,BRPA,Big Rock Partners Acquisition Corp.,Business Services,Finance,$28.9M
441,BRPAR,Big Rock Partners Acquisition Corp.,Business Services,Finance,
442,BRPAU,Big Rock Partners Acquisition Corp.,Business Services,Finance,
443,BRPAW,Big Rock Partners Acquisition Corp.,Business Services,Finance,
444,BIGC,"BigCommerce Holdings, Inc.",Computer Software: Prepackaged Software,Technology,$6.96B
445,BILI,Bilibili Inc.,EDP Services,Technology,$16.24B
446,BASI,"Bioanalytical Systems, Inc.",Biotechnology: Commercial Physical & Biological Resarch,Health Care,$51.21M
447,BCDA,"BioCardia, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$28.83M
448,BCDAW,"BioCardia, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care,
449,BIOC,"Biocept, Inc.",Medical Specialities,Health Care,$99.63M
450,BCRX,"BioCryst Pharmaceuticals, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$729.22M
451,BDSI,"BioDelivery Sciences International, Inc.",Major Pharmaceuticals,Health Care,$440.07M
452,BFRA,Biofrontera AG,Major Pharmaceuticals,Health Care,$227.61M
453,BIIB,Biogen Inc.,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$44.17B
454,BHTG,"BioHiTech Global, Inc.",Other Consumer Services,Consumer Services,$30.93M
455,BKYI,"BIO-key International, Inc.",Computer Communications Equipment,Technology,$39.39M
456,BIOL,"Biolase, Inc.",Medical/Dental Instruments,Health Care,$30.76M
457,BLFS,"BioLife Solutions, Inc.",Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,$656.99M
458,BLRX,BioLineRx Ltd.,Major Pharmaceuticals,Health Care,$39.53M
459,BMRN,BioMarin Pharmaceutical Inc.,Major Pharmaceuticals,Health Care,$13.49B
460,BMRA,"Biomerica, Inc.",Medical/Dental Instruments,Health Care,$86.73M
461,BNGO,"Bionano Genomics, Inc.",Biotechnology: Laboratory Analytical Instruments,Capital Goods,$92.78M
462,BNGOW,"Bionano Genomics, Inc.",Biotechnology: Laboratory Analytical Instruments,Capital Goods,
463,BVXV,BiondVax Pharmaceuticals Ltd.,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$435.15M
464,BNTX,BioNTech SE,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$16.79B
465,BPTH,"Bio-Path Holdings, Inc.",Major Pharmaceuticals,Health Care,$16.98M
466,BSGM,"BioSig Technologies, Inc.",Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,$223.25M
467,BSTC,BioSpecifics Technologies Corp,Major Pharmaceuticals,Health Care,$482.93M
468,TECH,Bio-Techne Corp,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$9.59B
469,BEAT,"BioTelemetry, Inc.",Medical Specialities,Health Care,$1.38B
470,BIVI,BioVie Inc.,,,
471,BTAI,"BioXcel Therapeutics, Inc.",Major Pharmaceuticals,Health Care,$870.95M
472,BJRI,"BJ&#39;s Restaurants, Inc.",Restaurants,Consumer Services,$608.91M
473,BDTX,"Black Diamond Therapeutics, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$1.09B
474,BLKB,"Blackbaud, Inc.",Computer Software: Prepackaged Software,Technology,$3.24B
475,BL,"BlackLine, Inc.",Computer Software: Prepackaged Software,Technology,$4.25B
476,BKCC,BlackRock Capital Investment Corporation,,,$193.68M
477,TCPC,BlackRock TCP Capital Corp.,,,$570.74M
478,BLNK,Blink Charging Co.,Electrical Products,Consumer Durables,$244.79M
479,BLNKW,Blink Charging Co.,Electrical Products,Consumer Durables,
480,BLMN,"Bloomin&#39; Brands, Inc.",Restaurants,Consumer Services,$1.11B
481,BCOR,"Blucora, Inc.",Finance: Consumer Services,Finance,$577.9M
482,BLBD,Blue Bird Corporation,Construction/Ag Equipment/Trucks,Capital Goods,$316.47M
483,BHAT,Blue Hat Interactive Entertainment Technology,Recreational Products/Toys,Consumer Non-Durables,$39.36M
484,BLUE,"bluebird bio, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$3.92B
485,BLCT,BlueCity Holdings Limited,EDP Services,Technology,$538.34M
486,BKEP,"Blueknight Energy Partners L.P., L.L.C.",Natural Gas Distribution,Energy,$61.71M
487,BKEPP,"Blueknight Energy Partners L.P., L.L.C.",Natural Gas Distribution,Energy,
488,BPMC,Blueprint Medicines Corporation,Major Pharmaceuticals,Health Care,$4.17B
489,ITEQ,BlueStar Israel Technology ETF,,,
490,BMCH,"BMC Stock Holdings, Inc.",RETAIL: Building Materials,Consumer Services,$2.17B
491,BSBK,Bogota Financial Corp.,Banks,Finance,$95.92M
492,WIFI,"Boingo Wireless, Inc.",Telecommunications Equipment,Consumer Services,$578.09M
493,BOKF,BOK Financial Corporation,Major Banks,Finance,$4.05B
494,BOKFL,BOK Financial Corporation,Major Banks,Finance,
495,BNSO,"Bonso Electronics International, Inc.",Industrial Machinery/Components,Capital Goods,$16.05M
496,BKNG,Booking Holdings Inc.,Transportation Services,Consumer Services,$75.91B
497,BIMI,BOQI International Medical Inc.,Metal Fabrications,Capital Goods,$18.38M
498,BRQS,"Borqs Technologies, Inc. ",EDP Services,Technology,$54.98M
499,BOMN,Boston Omaha Corporation,Real Estate,Finance,$475.73M
500,BPFH,"Boston Private Financial Holdings, Inc.",Major Banks,Finance,$496.47M
501,EPAY,"Bottomline Technologies, Inc.",Computer Software: Prepackaged Software,Technology,$2.1B
502,BOWXU,BowX Acquisition Corp.,Business Services,Finance,
503,BOXL,Boxlight Corporation,Other Consumer Services,Consumer Services,$88.21M
504,BBRX,"Braeburn Pharmaceuticals, Inc.",,,
505,BCLI,Brainstorm Cell Therapeutics Inc.,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$373.61M
506,BWAY,Brainsway Ltd.,Medical/Dental Instruments,Health Care,$87.89M
507,BCTX,BriaCell Therapeutics Corp.,,,
508,BBI,"Brickell Biotech, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$24.7M
509,BDGE,"Bridge Bancorp, Inc.",Major Banks,Finance,$399.43M
510,BBIO,"BridgeBio Pharma, Inc.",Major Pharmaceuticals,Health Care,$3.6B
511,BLIN          ,"Bridgeline Digital, Inc.",Computer Software: Prepackaged Software,Technology,$9.24M
512,BWB,"Bridgewater Bancshares, Inc.",Major Banks,Finance,$281.79M
513,BRID,Bridgford Foods Corporation,Specialty Foods,Consumer Non-Durables,$158.94M
514,BCOV,Brightcove Inc.,EDP Services,Technology,$439.86M
515,BHF,"Brighthouse Financial, Inc.",Life Insurance,Finance,$2.92B
516,BHFAL,"Brighthouse Financial, Inc.",Life Insurance,Finance,
517,BHFAO,"Brighthouse Financial, Inc.",Life Insurance,Finance,
518,BHFAP,"Brighthouse Financial, Inc.",Life Insurance,Finance,
519,BRLI,Brilliant Acquisition Corporation,Business Services,Finance,$59.95M
520,BRLIR,Brilliant Acquisition Corporation,Business Services,Finance,
521,BRLIU,Brilliant Acquisition Corporation,Business Services,Finance,
522,BRLIW,Brilliant Acquisition Corporation,Business Services,Finance,
523,AVGO,Broadcom Inc.,Semiconductors,Technology,$135.19B
524,AVGOP,Broadcom Inc.,Semiconductors,Technology,
525,BYFC,Broadway Financial Corporation,Savings Institutions,Finance,$43.74M
526,BWEN,"Broadwind, Inc.",Metal Fabrications,Capital Goods,$59.13M
527,BROG,Brooge Energy Limited ,Integrated oil Companies,Energy,$1.02B
528,BROGW,Brooge Energy Limited ,Integrated oil Companies,Energy,
529,BPY,Brookfield Property Partners L.P.,Real Estate,Finance,$11.19B
530,BPYPN,Brookfield Property Partners L.P.,Real Estate,Finance,
531,BPYPO,Brookfield Property Partners L.P.,Real Estate,Finance,
532,BPYPP,Brookfield Property Partners L.P.,Real Estate,Finance,
533,BPYU,Brookfield Property REIT Inc.,Real Estate Investment Trusts,Consumer Services,$655.64M
534,BPYUP,Brookfield Property REIT Inc.,Real Estate Investment Trusts,Consumer Services,
535,BRKL,"Brookline Bancorp, Inc.",Savings Institutions,Finance,$778.14M
536,BRKS,"Brooks Automation, Inc.",Industrial Machinery/Components,Technology,$3.79B
537,BRP,"BRP Group, Inc.",Specialty Insurers,Finance,$1.99B
538,DOOO,BRP Inc.,Industrial Specialties,Capital Goods,$4.45B
539,BRKR,Bruker Corporation,Biotechnology: Laboratory Analytical Instruments,Capital Goods,$6.46B
540,BMTC,Bryn Mawr Bank Corporation,Major Banks,Finance,$548.83M
541,BSQR,BSQUARE Corporation,Business Services,Miscellaneous,$18.42M
542,BLDR,"Builders FirstSource, Inc.",RETAIL: Building Materials,Consumer Services,$3.27B
543,BTAQ,Burgundy Technology Acquisition Corporation,,,
544,BNR,Burning Rock Biotech Limited,Medical Specialities,Health Care,$2.31B
545,BFST,"Business First Bancshares, Inc.",Major Banks,Finance,$306.91M
546,CFFI,C&F Financial Corporation,Major Banks,Finance,$121.42M
547,CHRW,"C.H. Robinson Worldwide, Inc.",Oil Refining/Marketing,Transportation,$13.02B
548,CABA,"Cabaletta Bio, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$272.85M
549,CCMP,Cabot Microelectronics Corporation,Semiconductors,Technology,$4.6B
550,CDNS,"Cadence Design Systems, Inc.",Computer Software: Prepackaged Software,Technology,$31.02B
551,CDZI,"Cadiz, Inc.",Water Supply,Public Utilities,$357.04M
552,CZR,"Caesars Entertainment, Inc.",Hotels/Resorts,Consumer Services,$7.05B
553,CSTE,Caesarstone Ltd.,Building Materials,Capital Goods,$377.04M
554,CLBS,"Caladrius Biosciences, Inc.",Misc Health and Biotechnology Services,Health Care,$36.91M
555,CHY,Calamos Convertible and High Income Fund,,,$898.78M
556,CHI,Calamos Convertible Opportunities and Income Fund,,,$824.13M
557,CCD,Calamos Dynamic Convertible & Income Fund,,,$570.51M
558,CHW,Calamos Global Dynamic Income Fund,,,$493.76M
559,CGO,Calamos Global Total Return Fund,,,$111.44M
560,CPZ,Calamos Long/Short Equity & Dynamic Income Trust,,,
561,CSQ,Calamos Strategic Total Return Fund,,,$2.17B
562,CAMP,CalAmp Corp.,Radio And Television Broadcasting And Communications Equipment,Technology,$298.28M
563,CVGW,"Calavo Growers, Inc.",Farming/Seeds/Milling,Consumer Non-Durables,$1.1B
564,CALB,California BanCorp,Major Banks,Finance,$108.91M
565,CALA,"Calithera Biosciences, Inc.",Major Pharmaceuticals,Health Care,$290.7M
566,CALT,Calliditas Therapeutics AB,Major Pharmaceuticals,Health Care,$584.01M
567,CALM,"Cal-Maine Foods, Inc.",Farming/Seeds/Milling,Consumer Non-Durables,$2.03B
568,CLMT,"Calumet Specialty Products Partners, L.P.",Integrated oil Companies,Energy,$188.78M
569,CLXT,"Calyxt, Inc.",Agricultural Chemicals,Basic Industries,$165.92M
570,CMBM,Cambium Networks Corporation,Radio And Television Broadcasting And Communications Equipment,Technology,$378.11M
571,CATC,Cambridge Bancorp,Major Banks,Finance,$374.78M
572,CAC,Camden National Corporation,Major Banks,Finance,$502.16M
573,CAMT,Camtek Ltd.,Electronic Components,Capital Goods,$606.82M
574,CAN,Canaan Inc.,Semiconductors,Technology,$308.65M
575,CSIQ,Canadian Solar Inc.,Semiconductors,Technology,$1.64B
576,CGIX,"Cancer Genetics, Inc.",Medical Specialities,Health Care,$13.73M
577,CPHC,Canterbury Park Holding Corporation,Services-Misc. Amusement & Recreation,Consumer Services,$57.45M
578,CBNK,"Capital Bancorp, Inc.",Major Banks,Finance,$140.69M
579,CCBG,Capital City Bank Group,Major Banks,Finance,$346.68M
580,CPLP,Capital Product Partners L.P.,Marine Transportation,Transportation,$113.23M
581,CSWC,Capital Southwest Corporation,Textiles,Consumer Non-Durables,$279.57M
